appid
488760
1799930
434740
407090
621080
311490
1465460
416080
249610
246400
521150
582030
726360
291450
647050
1044950
108700
598060
574640
382070
330420
214570
1055850
678190
1267910
328060
877200
356880
607380
598170
758070
522490
303510
239660
1174860
306040
1146510
385880
818940
567030
648890
315940
591560
97100
1671480
366640
226320
805360
931690
63950
523000
388840
6830
247020
363480
284140
9200
363360
384280
611640
457490
680170
1709900
200020
530020
494430
517170
512900
1737760
848500
254880
1243670
431850
531640
259390
47000
286690
444640
655380
362930
1968340
1236400
763770
765410
1664980
738500
790160
40350
9030
1324350
746910
265970
288220
382050
457550
791770
2095450
534010
2222200
1973710
843250
488360
940580
305480
1739600
1451120
1428100
229870
693890
200910
1079260
436320
1184400
1310520
1567080
448610
383120
115800
479010
382090
982700
722230
570680
357780
1290790
458470
1148430
1146600
527100
563360
12830
545050
927380
215510
877010
662830
408920
1148760
881490
547470
997380
1131920
327740
13240
876460
356520
111400
1129220
733420
1733880
33710
1059430
619780
585310
444720
321710
721030
292860
337890
1230800
1157250
853380
320310
699040
722350
649630
493770
606870
465870
390880
739960
341940
346500
304580
1574900
349270
546090
382970
257670
449960
858440
250870
513650
27940
274350
21910
1174830
1421790
455590
548950
21170
963330
287140
659560
822530
307930
514810
46740
25990
1011940
795140
91100
663240
1592680
699600
564080
352780
242800
361230
259340
874260
493790
690060
342480
1601280
568810
218700
367800
690120
809680
580420
520520
384190
680360
30
314430
1268110
508990
1586830
747970
729060
513580
1100430
637850
289220
1211020
25600
1163040
243470
1729770
654310
99410
370270
678820
305620
1168420
315430
1082430
774161
350810
592200
340400
295910
264380
733690
337490
572020
490390
462480
264280
344810
265210
285480
565640
1184810
2169120
720560
569720
572410
251810
746660
734540
671510
1135230
656350
1233880
867140
109200
386070
656680
10400
479170
526870
703980
1255560
355240
469830
493000
992120
312560
396710
264340
264120
1286350
744520
988480
302290
255960
2383860
1552080
1406690
928300
1249200
814630
426970
1166780
673880
840610
392110
341680
777900
642580
1289340
633230
436520
1207780
1383550
1460800
420850
958530
338320
19800
562420
115200
542350
541180
975950
1515900
777790
337950
453870
533580
49540
1239300
46320
263960
281450
546980
976800
3230
355790
40980
375480
1483870
1088850
768880
356420
1811010
33670
1335560
302240
735360
714270
731590
513550
324570
390870
618850
358130
563180
252730
283640
812550
513880
493980
620040
970560
1485070
955870
747610
919640
432330
345610
332760
388660
610120
43100
410290
278490
447890
672790
434480
205270
1481080
1290260
1270850
457340
252290
1227780
655700
364930
45720
712240
929400
1018830
672250
243950
288270
501180
1108590
92200
462770
493340
451600
834410
606330
320820
848060
1412510
1162750
559870
730030
345520
220440
388340
715460
1442820
359960
654700
787780
277650
2140700
499900
735570
494120
318100
617480
824550
239200
635940
1453490
406300
356040
1169020
409600
587450
2930
573080
576030
646180
501110
332800
476530
811860
328500
575490
794690
492270
450700
510490
327410
1749300
698670
1301230
653920
882100
41700
790600
745340
585180
388260
416330
378350
8200
322980
726110
418280
457210
1717770
1433860
259740
757350
583470
470040
729190
407940
243360
41050
1399590
1183030
467360
554770
288100
510240
857050
348700
1703340
1177130
741590
952860
472870
375010
253490
367500
376570
455960
34800
224820
403200
968350
227560
814580
1520
2004320
1361680
519190
2324650
1161580
1212400
1590730
1118070
1346170
1352330
1590750
497430
337450
1823710
294160
665030
218090
272860
1239080
536410
944920
613470
352160
248470
700940
746920
383590
1228560
342970
429470
319250
650780
501080
1600
746570
587650
237740
467000
388500
347660
287840
849800
1354910
951240
37800
326340
739000
214770
19500
1528080
1256230
1868180
368620
714640
215280
773580
2050540
585420
22450
238170
318300
763520
1202950
1142390
1019250
541660
639280
1032660
944330
1132030
774711
1556870
390310
461430
580040
466240
415170
648120
921940
1700700
470020
1658620
598530
760810
29110
581230
744750
1070150
369030
759740
529720
1638390
405640
1390010
705370
480500
234980
1139800
896890
1165400
427190
203750
1422380
537800
1546540
1578650
387450
756530
206270
432620
1797880
1088150
1290350
41100
590560
840060
608510
381100
44620
1477810
548340
454540
257750
1062000
398170
16900
389270
361190
379430
1087280
628750
787400
668550
377720
437030
400370
219870
1364980
500190
648800
908050
300260
470060
236490
303410
373970
571880
12640
575330
688110
249360
569360
1925970
814740
844670
702680
270850
715410
258160
393200
352700
286440
1386870
304890
296470
319560
321950
209330
366000
1096410
966400
262300
1455660
935270
855480
318090
1195830
403860
319270
813820
1158500
490690
584400
1545820
496620
646570
295670
570050
539440
1683340
629960
523740
345390
1105500
1342410
307920
37400
547930
299030
368970
542480
370570
576500
862690
526160
1136380
425720
416370
1508460
1946430
1494440
841830
1926620
772420
397390
547480
711980
271900
991480
2003050
600120
1247720
878580
1029550
411680
392230
352790
1103880
992590
814530
1250070
1054340
1304090
1344530
297860
554870
572430
332330
606000
679930
4500
394690
328920
388420
659110
360720
462130
885640
765710
857140
420070
325420
684870
336940
804830
249990
455700
2020540
911400
1543030
1100150
94300
774461
367030
428920
590280
537590
342370
295270
680750
666330
485660
546410
631260
203810
498190
938860
1399720
526470
665650
1434950
278890
420520
444000
440380
346750
219950
768840
1158830
505060
504660
761280
670180
429180
243320
638070
200410
326960
42940
659760
473800
376310
686270
497080
319470
416390
435030
1269370
1129010
1812300
797470
250720
795760
771450
453770
360640
999660
227100
464100
1011670
843380
233530
825970
226120
397350
2085360
1141580
231200
597030
1008710
401420
480690
955560
1149560
1954420
498620
231060
595740
1662480
438730
760640
958740
1795430
382310
612110
813650
1768920
432760
441870
929860
1067540
747790
560730
1088770
12230
1034860
581270
577480
406920
593670
688140
665200
565720
1452500
790060
700590
1359090
347040
33680
429570
397430
891700
402750
338110
437880
21090
344860
1094780
727030
1449320
1350840
1276730
448280
734380
238530
1974290
1045610
489600
269110
1824250
1739610
464940
703270
1502990
601570
373860
1995590
1142220
899310
412770
617420
512410
624050
1635590
233510
233550
1178160
827170
12790
732810
1243160
817680
401120
449040
1511780
440540
288690
530520
1620290
254440
486120
562520
1022710
673220
1104380
433790
422110
2311190
1137450
2178330
1460200
551190
388080
413030
872790
534550
374900
476490
1389370
1755920
523570
34900
811540
544190
501760
1126270
204180
1906020
522040
627620
820790
386620
458960
987330
292760
878760
636930
593680
1118200
841350
702810
348240
620900
1256060
446750
528200
441350
529950
1356280
241560
554600
475530
430890
816810
1268040
416210
985780
1325290
371010
525350
995230
663670
662940
824190
2840
322040
510060
313400
870020
1530340
321260
1675900
574090
840260
907210
266050
418530
345820
310390
1667130
623580
1371720
270050
318570
1433990
896440
1811600
252910
72850
1016600
1238880
1131080
465520
705210
1469620
221200
