appid
935570
656530
677080
2360
616520
365350
431680
1113030
1614730
550670
41014
929410
508170
544730
850980
435140
487160
298260
280440
1875170
2214460
478950
644570
224440
588050
1037750
262690
1374970
850310
389870
367020
637050
429390
41680
458450
327640
860330
760490
1432910
969880
1446780
616220
982150
298610
216290
818520
263100
745880
1404660
389900
16110
567680
622540
228280
1813820
1622800
724110
1013540
264360
408960
1239690
557340
1579380
294020
2196420
47850
220740
638930
961660
465510
747790
2212330
613590
1442820
1899120
756880
1166990
673260
328900
497090
1557510
1081450
8980
666860
887720
627270
867490
1608640
380810
228760
649570
17530
584880
1691280
748970
279560
214830
715520
286260
33390
336520
427270
676420
1078730
65500
1035660
864060
2400
1975360
465650
426330
1024010
325300
1196100
527750
950670
484950
284200
412290
312430
648430
298400
897440
839030
1117350
727320
706130
346130
352070
99920
2366530
1522280
446310
415840
1528120
1343460
411560
690250
364100
35300
395550
1067360
508190
698370
321950
573170
6270
299090
1343370
574140
532030
677220
684380
1629910
218230
2353760
729180
1237610
865680
820070
1469170
302190
560230
1390480
254980
324060
351240
392190
370160
1588400
377310
1196590
444490
702810
251830
1386900
495780
1194610
771610
1614270
526740
332270
553800
394030
340820
757320
428490
882590
1659600
282100
522220
1161270
386540
619550
323450
784150
2194090
614100
260210
1234180
1119600
1555110
912570
1610550
268830
612660
10680
34274
637960
467290
533330
202170
691080
405830
1128000
1337010
285190
809010
1172450
48800
335560
408900
406080
295550
334370
250320
735850
629520
523770
810020
1430680
384300
528510
788610
1443200
324190
520520
1110890
539440
41210
987660
513650
658160
207140
410490
714080
1546920
666930
312540
400790
323630
729330
1528260
569290
436579
1356180
1942650
3400
724470
1842690
772540
506510
622680
551730
838420
457230
444200
907770
785880
262850
1065970
1805360
1212930
1243160
1018850
345580
207170
758090
493810
1141580
678950
988470
534500
386070
292000
451020
1153700
749480
1679220
1781160
342640
366280
254040
598070
1265850
1583320
1657900
1987080
883100
344240
1398660
912650
475080
523740
1543790
47800
353280
688930
200150
94200
230290
1096590
234390
547360
936140
291050
356870
340990
232890
290460
804010
670440
1113640
665680
2162070
1018020
47896
1905550
362800
1320140
1593310
1259840
27900
455160
1241700
259550
29540
346750
370050
885640
355790
660160
1177660
469720
1518750
1074320
810570
711440
1669980
218820
613830
1098220
2101890
346320
1057750
1714580
423230
500380
616040
557630
559460
460060
1899810
333220
9480
704000
675240
1903620
582660
1952170
375810
225340
2020480
713530
287900
429280
360650
355350
435480
566270
582550
2540
1545830
488360
1647550
1872550
520250
1121420
1892370
1171240
496350
1089780
537540
1577120
46220
256460
387010
682530
327920
1451120
811800
579040
509530
670430
410850
696260
360130
1389410
799910
796510
1639230
391550
328060
418110
555570
823370
522230
549770
1008800
637330
205890
1350840
898800
726430
601050
655500
214550
715560
403260
827420
268320
823420
1274600
768880
703880
399900
552060
12640
46480
808290
1925320
315450
807060
209830
826170
22300
1108740
1363350
1815570
1426870
355840
306440
263020
776390
495420
1887930
560350
357480
306410
333640
329860
510360
285420
666260
1356480
1374170
434170
321840
771800
681530
1043810
284990
2800
779340
714020
392160
283940
445110
542350
516790
1300270
383100
331340
350510
298480
1584090
1840080
1394960
789150
254880
837110
1090760
970960
661260
809020
334190
307780
575720
259410
1184790
631770
793450
345390
253130
1412470
749180
359310
985900
517000
508380
2091330
728740
1498130
1923790
1464670
1315680
434970
358220
1661260
341890
1310510
1795750
455200
400170
948960
416830
317380
460960
226580
262960
896890
2116290
259490
1201330
457570
454690
574580
632000
49470
381120
95400
97330
1323620
752070
521210
1375400
252610
760400
1698670
664870
29130
217920
1580970
2115770
1157640
324770
1628130
593640
723820
856300
474010
360380
591370
380570
2262610
741150
1098270
277520
601540
421650
1550840
912170
454770
801870
434210
535520
591420
645340
1889620
710600
501220
795100
302350
420440
580410
1302770
204940
301640
374040
1457790
1176470
1263160
368150
1148760
1226640
45750
354040
402710
395420
365870
544840
908790
1231560
368230
978460
9030
1126470
565690
508550
1818750
625940
522040
1553390
385880
1549550
579110
1462040
1257360
2316340
723100
454100
617610
341710
1332760
521540
243970
754540
6330
41730
1769420
245550
1840800
48700
8230
417750
458920
650220
647040
655530
846770
1726381
292780
33910
355560
995780
690310
416760
575650
723790
218210
1085180
1826960
464650
586620
1823370
840410
303470
728540
294000
684250
452340
379290
970830
1372810
448850
1605220
44600
286570
16900
1239360
440880
467370
